ts_code,name,industry,market,list_date,act_name,total_mv,pe_ttm,pb,employees,mv_亿,top1_holder,top1_hold_ratio,latest_holder_end_date,founder_best_ratio,founder_best_rank,mgr_latest_ann_date,mgr_count,mgr_avg_age,mgr_high_edu_ratio,mgr_high_edu_count,mgr_edu_sample_n,founder_major_holder,young_mgmt,high_edu_mgmt,mgr_data_ok,all_match_proxy
688190.SH,云路股份,矿物制品,科创板,20211126,中国航空发动机集团有限公司,1056360.0,35.883,4.0198,674.0,105.636,中国航发资产管理有限公司,28.5,20251231,,,20251223,3.0,47.333333333333336,1.0,3.0,3.0,False,False,True,True,False
920139.BJ,华岭股份,半导体,北交所,20221028,无实际控制人,511255.5226,,4.8983,543.0,51.12555226,上海复旦微电子集团股份有限公司,42.324,20251231,,,20251220,1.0,30.0,0.0,0.0,1.0,False,True,False,False,False
301151.SZ,冠龙节能,机械基件,创业板,20220411,李政宏,318910.7367,39.4114,1.5584,863.0,31.89107367,KaronHoldingCompanyLimited,66.9255,20250930,,,20250918,1.0,57.0,0.0,0.0,1.0,False,False,False,False,False
605080.SH,浙江自然,文教休闲,主板,20210506,夏永辉,352719.7733,17.2255,1.6038,2124.0,35.27197733,上海扬大企业管理有限公司,53.4,20250930,,,20251202,1.0,42.0,0.0,0.0,1.0,False,True,False,False,False
301617.SZ,博苑股份,化工原料,创业板,20241211,李成林,802909.12,45.985,4.7538,667.0,80.290912,李成林,30.3988,20250930,30.3988,1.0,20251024,1.0,55.0,0.0,0.0,1.0,True,False,False,False,False
920926.BJ,鸿智科技,家用电器,北交所,20230808,游进,133161.1377,45.2702,4.7957,601.0,13.31611377,广东京通投资有限公司,43.125,20250930,,,20250829,5.0,45.8,0.0,0.0,5.0,False,False,False,True,False
920651.BJ,天罡股份,电器仪表,北交所,20230627,付涛,174826.0,21.7699,3.2197,360.0,17.4826,付涛,33.4693,20250930,33.4693,1.0,20250916,3.0,44.666666666666664,0.0,0.0,3.0,True,True,False,True,False
605566.SH,福莱蒽特,染料涂料,主板,20211025,李百春,424687.9,138.7256,2.1255,517.0,42.468790000000006,浙江福莱蒽特控股有限公司,29.2216,20250930,13.301,3.0,20251209,10.0,47.6,0.1,1.0,10.0,True,False,False,True,False
301197.SZ,工大科雅,软件服务,创业板,20220808,齐承英,352941.12,85.7056,2.7475,499.0,35.294112,天津科雅达能源科技有限公司,12.4108,20250930,8.3018,5.0,20251230,1.0,34.0,0.0,0.0,1.0,False,True,False,False,False
920425.BJ,乐创技术,专用机械,北交所,20230130,赵钧,145278.0503,43.1164,5.4145,145.0,14.52780503,赵钧,16.3516,20250930,16.3516,1.0,20250912,3.0,40.666666666666664,0.3333333333333333,1.0,3.0,True,True,False,True,False
920339.BJ,恒太照明,家用电器,北交所,20221117,李彭晴,186953.0262,88.32,3.1116,593.0,18.69530262,李彭晴,36.563,20251231,36.563,1.0,20250923,3.0,34.333333333333336,0.0,0.0,3.0,True,True,False,True,False
688291.SH,金橙子,软件服务,科创板,20221026,马会文,445573.478,120.8264,4.6578,369.0,44.5573478,马会文,19.4768,20251231,19.4768,1.0,20250704,1.0,42.0,1.0,1.0,1.0,True,True,True,False,False
920809.BJ,安达科技,电气设备,北交所,20230323,刘国安,490022.9,,3.1306,1794.0,49.00229,刘国安,11.6582,20250930,11.6582,1.0,20250924,1.0,35.0,0.0,0.0,1.0,True,True,False,False,False
688216.SH,气派科技,半导体,科创板,20210623,梁大钟,333205.7739,,4.5214,1860.0,33.32057739,梁大钟,42.8425,20251231,42.8425,1.0,20250805,12.0,50.583333333333336,0.3333333333333333,4.0,12.0,True,False,False,True,False
603248.SH,锡华科技,机械基件,主板,20251223,王荣正,1237400.0,62.0527,5.4531,1743.0,123.74,,,,,,20251204,8.0,51.5,0.5,4.0,8.0,False,False,True,True,False
301368.SZ,丰立智能,机械基件,创业板,20221215,王友利,637370.7,3171.3973,6.5694,917.0,63.737069999999996,浙江丰立传动科技有限公司,36.9727,20250930,,,20250930,4.0,52.25,0.25,1.0,4.0,False,False,False,True,False
301006.SZ,迈拓股份,电器仪表,创业板,20210607,孙卫国,245689.92,27.8478,1.9239,455.0,24.568992,孙卫国,36.4839,20250930,36.4839,1.0,20251030,1.0,44.0,1.0,1.0,1.0,True,True,True,False,False
920252.BJ,天宏锂电,电气设备,北交所,20230119,都伟云,294607.4086,305.0274,11.1572,437.0,29.46074086,长兴天赋力股权投资合伙企业(有限合伙),15.5828,20250930,11.5766,3.0,20250905,1.0,39.0,0.0,0.0,1.0,True,True,False,False,False
920017.BJ,星昊医药,化学制药,北交所,20230531,殷岚,222201.4584,20.9697,1.3594,615.0,22.22014584,北京康瑞华泰医药科技有限公司,34.1581,20250930,,,20250806,3.0,32.0,0.0,0.0,3.0,False,True,False,True,False
920627.BJ,力王股份,电气设备,北交所,20230907,李维海,197400.5,73.7562,4.2605,781.0,19.74005,李维海,29.1604,20251231,29.1604,1.0,20250916,1.0,45.0,0.0,0.0,1.0,True,True,False,False,False
301395.SZ,仁信新材,化工原料,创业板,20230703,邱汉周,315705.5694,60.3436,2.0468,156.0,31.57055694,邱汉周,19.2316,20250930,19.2316,1.0,20250917,3.0,50.0,0.0,0.0,2.0,True,False,False,False,False
300984.SZ,金沃股份,机械基件,创业板,20210618,郑立成,753835.7968,156.4012,7.1441,1528.0,75.38357968,郑立成,13.044,20251231,13.044,1.0,20250711,3.0,45.666666666666664,0.6666666666666666,2.0,3.0,True,False,True,True,False
001229.SZ,魅视科技,IT设备,主板,20220808,方华,410523.1605,60.3068,4.0526,285.0,41.05231605,方华,33.8236,20250930,33.8236,1.0,20251010,3.0,39.0,0.0,0.0,3.0,True,True,False,True,False
688480.SH,赛恩斯,环境保护,科创板,20221125,高时会,950020.6999,86.3768,8.266,1281.0,95.00206999,高伟荣,25.9777,20250930,1.6081,19.0,20251217,1.0,37.0,1.0,1.0,1.0,False,True,True,False,False
920701.BJ,豪声电子,元器件,北交所,20230719,徐瑞根,226242.8,31.7317,2.6713,1236.0,22.62428,嘉善瑞亨投资有限公司,24.5763,20250930,17.472,3.0,20250815,3.0,48.0,0.0,0.0,3.0,True,False,False,True,False
301533.SZ,威马农机,农用机械,创业板,20230818,夏峰,321954.4425,57.7379,2.8426,1012.0,32.19544425,夏峰,35.2774,20250930,35.2774,1.0,20251114,3.0,47.333333333333336,0.0,0.0,3.0,True,False,False,True,False
301298.SZ,东利机械,汽车配件,创业板,20220606,王征,242220.0,35.8513,2.5524,1141.0,24.222,王征,22.1422,20251231,22.1422,1.0,20251217,7.0,50.0,0.42857142857142855,3.0,7.0,True,False,False,True,False
605056.SH,咸亨国际,电器仪表,主板,20210720,王来兴,1189696.6392,46.7758,7.2516,1990.0,118.96966392000002,杭州兴润投资有限公司,15.8008,20251231,4.2952,7.0,20251118,4.0,53.25,0.75,3.0,4.0,False,False,True,True,False
688549.SH,中巨芯-U,元器件,科创板,20230908,无实际控制人,1388639.44,,4.6245,712.0,138.863944,国家集成电路产业投资基金股份有限公司,26.3999,20250930,,,20250912,5.0,50.6,0.8,4.0,5.0,False,False,True,True,False
605598.SH,上海港湾,建筑工程,主板,20210917,徐士龙,1290176.239,205.283,7.1676,1189.0,129.01762390000002,上海隆湾投资控股有限公司,68.6878,20250930,,,20250918,1.0,44.0,1.0,1.0,1.0,False,True,True,False,False
001201.SZ,东瑞股份,农业综合,主板,20210428,袁建康,341306.0173,149.7326,1.0047,2091.0,34.13060173,袁建康,16.6528,20250930,16.6528,1.0,20251218,14.0,48.214285714285715,0.2857142857142857,4.0,14.0,True,False,False,True,False
603402.SH,陕西旅游,旅游景点,主板,20260106,陕西省人民政府国有资产监督管理委员会,1058538.6758,27.5491,3.6555,,105.85386758000001,陕西旅游集团有限公司,35.692,20251231,,,20251218,11.0,49.36363636363637,0.7272727272727273,8.0,11.0,False,False,True,True,False
301206.SZ,三元生物,食品,创业板,20220210,聂在建,533937.5223,58.4542,1.2668,436.0,53.39375223,聂在建,46.3109,20250930,46.3109,1.0,20250915,1.0,46.0,0.0,0.0,1.0,True,False,False,False,False
301302.SZ,华如科技,软件服务,创业板,20220623,李杰,348046.545,,2.2163,564.0,34.8046545,李杰,14.9168,20251231,14.9168,1.0,20250923,1.0,46.0,1.0,1.0,1.0,True,False,True,False,False
301110.SZ,青木科技,互联网,创业板,20220311,吕斌,657556.0763,67.15,4.5091,2178.0,65.75560763,吕斌,21.4459,20250930,21.4459,1.0,,,,,,,True,False,False,False,False
301036.SZ,双乐股份,染料涂料,创业板,20210729,杨汉洲,288000.0,39.3868,1.7382,1013.0,28.8,杨汉洲,35.2278,20250930,35.2278,1.0,,,,,,,True,False,False,False,False
001219.SZ,青岛食品,食品,主板,20211021,青岛华通国有资本投资运营集团有限公司,291695.69,26.3095,2.7508,487.0,29.169569,青岛华通国有资本投资运营集团有限公司,46.7397,20251231,46.7397,1.0,20251213,1.0,40.0,0.0,0.0,1.0,True,True,False,False,False
301088.SZ,戎美股份,服饰,创业板,20211028,郭健,329543.4,39.2033,1.3291,441.0,32.95434,苏州戎美集团有限公司,51.6016,20250930,11.0575,3.0,20250825,1.0,44.0,1.0,1.0,1.0,True,True,True,False,False
920098.BJ,科隆新材,橡胶,北交所,20241205,邹威文,227290.4314,38.6463,2.4078,536.0,22.72904314,邹威文,21.6681,20251231,21.6681,1.0,20250808,10.0,51.2,0.4,4.0,10.0,True,False,False,True,False
301126.SZ,达嘉维康,医药商业,创业板,20211207,王毅清,231900.2128,,1.3323,4887.0,23.19002128,王毅清,34.1495,20250930,34.1495,1.0,20251113,1.0,51.0,0.0,0.0,1.0,True,False,False,False,False
688581.SH,安杰思,医疗保健,科创板,20230519,张承,456636.1827,20.4938,1.815,744.0,45.66361827,杭州一嘉投资管理有限公司,32.6629,20250930,7.1497,5.0,20250927,5.0,43.4,0.0,0.0,4.0,False,True,False,True,False
301017.SZ,漱玉平民,医药商业,创业板,20210705,李文杰,625039.5502,,3.1418,15730.0,62.50395502000001,李文杰,35.1694,20250930,35.1694,1.0,20251030,1.0,48.0,0.0,0.0,1.0,True,False,False,False,False
301388.SZ,欣灵电气,电气设备,创业板,20221109,胡志兴,331008.1956,156.4563,3.3779,910.0,33.10081956,胡志林,16.8135,20251231,16.8135,2.0,20251028,1.0,63.0,0.0,0.0,1.0,True,False,False,False,False
920576.BJ,天力复合,小金属,北交所,20230712,陕西省财政厅,968238.65,439.0779,21.6831,267.0,96.823865,西部金属材料股份有限公司,44.2698,20250930,,,20251021,15.0,47.13333333333333,0.5333333333333333,8.0,15.0,False,False,True,True,False
603151.SH,邦基科技,饲料,主板,20221019,王由成,287298.0554,25.2916,2.1163,857.0,28.72980554,山东邦基集团有限公司,51.3022,20251231,0.9123,8.0,20251216,6.0,49.833333333333336,0.6666666666666666,4.0,6.0,False,False,True,True,False
920262.BJ,太湖雪,纺织,北交所,20221230,胡毓芳,147282.3282,38.096,4.1063,673.0,14.728232819999999,苏州英宝投资有限公司,62.3869,20251231,,,20250718,4.0,46.5,0.25,1.0,4.0,False,False,False,True,False
688232.SH,新点软件,软件服务,科创板,20211117,无实际控制人,722205.5699,199.8422,1.3348,6264.0,72.22055699,江苏国泰国际贸易有限公司,19.2817,20251231,,,20251209,15.0,46.666666666666664,0.3333333333333333,5.0,15.0,False,False,False,True,False
001366.SZ,播恩集团,饲料,主板,20230307,邹新华,251142.84,,3.1289,740.0,25.114284,江西八维生物集团有限公司,64.6938,20250930,,,20251104,3.0,49.666666666666664,0.0,0.0,3.0,False,False,False,True,False
301020.SZ,密封科技,汽车配件,创业板,20210706,烟台市人民政府国有资产监督管理委员会,319152.0,36.0603,3.2594,471.0,31.9152,烟台铭祥控股有限公司,47.925,20251231,,,,,,,,,False,False,False,False,False
603135.SH,中重科技,专用机械,主板,20230410,马冰冰,723053.0712,155.9591,2.4341,732.0,72.30530712,马冰冰,47.893,20250930,47.893,1.0,20251112,1.0,78.0,1.0,1.0,1.0,True,False,True,False,False
688620.SH,安凯微,半导体,科创板,20230627,胡胜发,465696.0,,3.6016,403.0,46.5696,安凯技术公司,15.6587,20250930,4.8321,7.0,20250910,3.0,54.0,0.6666666666666666,2.0,3.0,False,False,True,True,False
920146.BJ,华阳变速,汽车配件,北交所,20210720,陈守全,97193.119,,4.961,460.0,9.719311900000001,陈守全,14.8236,20250930,14.8236,1.0,20250917,1.0,39.0,0.0,0.0,1.0,True,True,False,False,False
688076.SH,ST诺泰,生物制药,科创板,20210520,赵德中,964274.3377,29.4885,3.2403,2028.0,96.42743377000001,连云港诺泰投资管理合伙企业(有限合伙),8.8593,20250930,5.9419,4.0,20250906,3.0,43.333333333333336,0.0,0.0,3.0,False,True,False,True,False
920924.BJ,广脉科技,通信设备,北交所,20211103,赵国民,235730.4105,132.4191,7.391,363.0,23.57304105,赵国民,39.9447,20250930,39.9447,1.0,20250916,3.0,45.666666666666664,0.0,0.0,3.0,True,False,False,True,False
605287.SH,德才股份,装修装饰,主板,20210706,叶德才,660100.0,,4.2508,1781.0,66.01,叶德才,28.6514,20250930,28.6514,1.0,,,,,,,True,False,False,False,False
603373.SH,安邦护卫,仓储物流,主板,20231220,浙江省人民政府国有资产监督管理委员会,430000.0011,33.2288,2.4077,17553.0,43.00000011,浙江省国有资本运营有限公司,41.85,20250930,,,20251223,12.0,50.25,0.5,6.0,12.0,False,False,True,True,False
688419.SH,耐科装备,半导体,科创板,20221107,郑天勤,552253.5962,68.7454,5.3206,521.0,55.225359620000006,铜陵松宝智能装备股份有限公司,14.7387,20251231,7.3241,3.0,20250911,1.0,48.0,0.0,0.0,1.0,True,False,False,False,False
300988.SZ,津荣天宇,机械基件,创业板,20210512,孙兴文,393534.0864,38.2552,3.0919,1289.0,39.35340864,孙兴文,21.2561,20250930,21.2561,1.0,20250929,11.0,47.18181818181818,0.45454545454545453,5.0,11.0,True,False,False,True,False
605033.SH,美邦股份,农药化肥,主板,20210916,张少武,306633.6,102.9692,2.6884,998.0,30.663359999999997,张少武,43.713,20250930,43.713,1.0,20250927,1.0,50.0,0.0,0.0,1.0,True,False,False,False,False
001210.SZ,金房能源,供气供热,主板,20210729,杨建勋,333226.9365,24.7912,2.4838,793.0,33.32269365,杨建勋,26.3277,20251231,26.3277,1.0,,,,,,,True,False,False,False,False
688401.SH,路维光电,半导体,科创板,20220817,杜武兵,1091453.3833,43.3143,6.8019,329.0,109.14533833000002,杜武兵,23.8046,20251231,23.8046,1.0,20251031,3.0,41.333333333333336,0.0,0.0,1.0,True,True,False,False,False
301330.SZ,熵基科技,IT设备,创业板,20220817,车全宏,817611.2847,42.9007,2.408,3558.0,81.76112847,深圳中控时代投资有限公司,29.8277,20250930,17.3471,3.0,20251027,1.0,42.0,0.0,0.0,1.0,True,True,False,False,False
688121.SH,卓然股份,专用机械,科创板,20210906,张锦红,249966.9832,34.2182,0.9867,661.0,24.99669832,张锦红,32.3069,20250930,32.3069,1.0,20251118,3.0,40.0,0.3333333333333333,1.0,3.0,True,True,False,True,False
301041.SZ,金百泽,元器件,创业板,20210811,武守坤,320680.08,129.9659,4.8059,1509.0,32.068008,武守坤,34.4734,20250930,34.4734,1.0,20250811,10.0,46.3,0.6666666666666666,6.0,9.0,True,False,True,True,False
920527.BJ,夜光明,化工原料,北交所,20221027,陈国顺,105615.1093,59.7695,2.6884,436.0,10.561510929999999,陈国顺,16.5257,20250930,16.5257,1.0,20250916,1.0,39.0,0.0,0.0,1.0,True,True,False,False,False
920931.BJ,无锡鼎邦,化工机械,北交所,20240408,王仁良,116848.92,110.3621,2.9768,395.0,11.684892,王仁良,68.7248,20250930,68.7248,1.0,20251101,1.0,44.0,0.0,0.0,1.0,True,True,False,False,False
301277.SZ,新天地,化学制药,创业板,20221116,谢建中,465789.1392,38.4163,3.0025,1042.0,46.57891392,河南双洎实业有限公司,63.2112,20251231,,,20251224,1.0,40.0,1.0,1.0,1.0,False,True,True,False,False
301223.SZ,中荣股份,广告包装,创业板,20221026,黄焕然,379881.9105,24.229,1.2554,3959.0,37.98819105,中榮印刷集團有限公司,41.9994,20251231,,,20251128,13.0,54.0,0.3076923076923077,4.0,13.0,False,False,False,True,False
301488.SZ,豪恩汽电,汽车配件,创业板,20230704,陈金法,1254328.0,167.3591,9.2044,1115.0,125.4328,深圳市豪恩科技集团股份有限公司,36.1945,20251231,7.3913,3.0,20251215,1.0,42.0,0.0,0.0,1.0,True,True,False,False,False
920227.BJ,美登科技,软件服务,北交所,20221228,邹宇,254093.2875,58.651,6.1136,207.0,25.40932875,邹宇,36.257,20251231,36.257,1.0,20250822,5.0,38.0,0.4,2.0,5.0,True,True,False,True,False
688681.SH,科汇股份,电气设备,科创板,20210616,徐丙垠,200024.37,42.6692,3.2383,663.0,20.002437,山东科汇投资股份有限公司,26.0596,20251231,8.9376,2.0,20250916,5.0,54.6,1.0,5.0,5.0,True,False,True,True,False
920685.BJ,新芝生物,电器仪表,北交所,20221010,周芳,119062.2392,33.843,2.1322,360.0,11.90622392,周芳,24.4724,20250930,24.4724,1.0,20251212,12.0,49.833333333333336,0.5833333333333334,7.0,12.0,True,False,True,True,False
688207.SH,格灵深瞳,软件服务,科创板,20220317,赵勇,378100.7946,,2.0352,367.0,37.810079460000004,天津深瞳智数科技中心(有限合伙),16.8997,20250930,,,20251011,1.0,38.0,1.0,1.0,1.0,False,True,True,False,False
688137.SH,近岸蛋白,生物制药,科创板,20220929,朱化星,352982.4582,,1.7334,566.0,35.29824582,上海欣百诺生物科技有限公司,43.2558,20250930,,,20251211,3.0,39.0,1.0,3.0,3.0,False,True,True,True,False
301160.SZ,翔楼新材,机械基件,创业板,20220606,钱和生,667821.7657,30.4092,4.08,328.0,66.78217657,钱和生,26.037,20250930,26.037,1.0,20251106,1.0,63.0,0.0,0.0,1.0,True,False,False,False,False
001395.SZ,亚联机械,专用机械,主板,20250127,郭西强,345470.4,18.5891,2.8857,434.0,34.54704,郭西强,38.3998,20250930,38.3998,1.0,20251220,3.0,53.666666666666664,0.0,0.0,3.0,True,False,False,True,False
920374.BJ,云里物里,通信设备,北交所,20221129,庄严,173225.75,111.1988,6.6244,519.0,17.322575,庄严,25.9112,20250930,25.9112,1.0,20250927,1.0,41.0,0.0,0.0,1.0,True,True,False,False,False
603237.SH,五芳斋,食品,主板,20220831,厉建平,342314.9968,32.1097,1.94,3565.0,34.23149968,五芳斋集团股份有限公司,32.3279,20250930,,,20250927,14.0,52.0,0.5714285714285714,8.0,14.0,False,False,True,True,False
301199.SZ,迈赫股份,专用机械,创业板,20211207,王金平,429168.124,36.5119,2.2436,1073.0,42.9168124,山东迈赫投资有限公司,57.3721,20250930,,,,,,,,,False,False,False,False,False
301087.SZ,可孚医疗,医疗保健,创业板,20211025,张敏,1209304.733,32.5424,2.6171,5099.0,120.9304733,长沙械字号医疗投资有限公司,40.7282,20251231,5.7995,3.0,20250826,5.0,48.2,0.4,2.0,5.0,True,False,False,True,False
301097.SZ,天益医疗,医疗保健,创业板,20220407,吴志敏,346964.208,266.7397,2.9359,1222.0,34.6964208,吴志敏,47.5,20250930,47.5,1.0,20251212,11.0,46.72727272727273,0.5454545454545454,6.0,11.0,True,False,True,True,False
920976.BJ,视声智能,通信设备,北交所,20230901,朱湘军,224993.2314,33.4185,8.0568,503.0,22.499323139999998,朱湘军,43.7008,20251231,43.7008,1.0,20251014,3.0,46.333333333333336,0.0,0.0,3.0,True,False,False,True,False
920247.BJ,华密新材,橡胶,北交所,20221223,李藏稳,354159.2852,81.4873,7.3835,698.0,35.41592852,邢台慧聚企业管理有限公司,30.7826,20251231,16.2451,3.0,20250823,1.0,45.0,0.0,0.0,1.0,True,True,False,False,False
920726.BJ,朱老六,食品,北交所,20210527,朱先明,199883.22,65.0011,4.3483,553.0,19.988322,朱先明,56.4682,20251231,56.4682,1.0,20250823,1.0,46.0,0.0,0.0,1.0,True,False,False,False,False
300997.SZ,欢乐家,软饮料,创业板,20210602,李兴,911257.2484,206.2853,8.7163,1844.0,91.12572484,广东豪兴投资有限公司,51.4354,20251231,11.4363,2.0,20250623,14.0,48.214285714285715,0.21428571428571427,3.0,14.0,True,False,False,True,False
920080.BJ,奥美森,专用机械,北交所,20251010,龙晓斌,196710.0,28.4565,3.538,714.0,19.671,中山市奥美森工业技术有限公司,34.3108,20250930,5.4113,11.0,20251001,2.0,44.5,0.0,0.0,2.0,False,True,False,False,False
301002.SZ,崧盛股份,电气设备,创业板,20210607,田年斌,590482.9029,,5.5873,1311.0,59.04829029,王宗友,24.1204,20250930,24.1204,2.0,20251210,11.0,49.45454545454545,0.09090909090909091,1.0,11.0,True,False,False,True,False
301066.SZ,万事利,纺织,创业板,20210922,李建华,343927.4345,125.705,2.7709,746.0,34.39274345,万事利集团有限公司,32.8208,20250930,,,20251118,5.0,56.8,0.8,4.0,5.0,False,False,True,True,False
605167.SH,利柏特,建筑工程,主板,20210726,沈斌强,822749.9249,37.7113,4.163,2052.0,82.27499249,上海利柏特投资有限公司,40.8521,20250930,1.6701,11.0,20250909,1.0,34.0,1.0,1.0,1.0,False,True,True,False,False
920974.BJ,凯大催化,化工原料,北交所,20230308,姚洪,127600.2,49.5005,1.9981,81.0,12.760019999999999,姚洪,13.9532,20250930,13.9532,1.0,20250911,3.0,47.333333333333336,0.0,0.0,3.0,True,False,False,True,False
301019.SZ,宁波色母,塑料,创业板,20210628,任卫庆,358135.5219,32.1656,3.4677,326.0,35.813552189999996,任卫庆,29.852,20250930,29.852,1.0,20251016,11.0,48.63636363636363,0.2727272727272727,3.0,11.0,True,False,False,True,False
920870.BJ,恒进感应,机床制造,北交所,20220705,周祥成,202072.0,122.7863,4.4679,218.0,20.2072,周祥成,34.874,20251231,34.874,1.0,20250919,3.0,40.333333333333336,0.0,0.0,3.0,True,True,False,True,False
301507.SZ,民生健康,化学制药,创业板,20230905,竺福江,514151.3439,42.8202,3.1742,514.0,51.41513439,杭州民生药业股份有限公司,66.75,20250930,,,20250704,4.0,54.25,0.75,3.0,4.0,False,False,True,True,False
920522.BJ,纳科诺尔,专用机械,北交所,20231116,付建新,931099.2768,141.2491,8.6473,696.0,93.10992768,付建新,14.3885,20251231,14.3885,1.0,20250927,1.0,33.0,1.0,1.0,1.0,True,True,True,False,False
688272.SH,富吉瑞,元器件,科创板,20211018,黄富元,351120.0,,8.4559,264.0,35.112,宁波瑞吉富科技中心(有限合伙),19.3056,20250930,5.9542,3.0,20250919,3.0,44.333333333333336,0.3333333333333333,1.0,3.0,True,True,False,True,False
301348.SZ,蓝箭电子,半导体,创业板,20230810,王成名,596400.0,,4.0075,1429.0,59.64,王成名,15.8347,20250930,15.8347,1.0,20251014,1.0,55.0,1.0,1.0,1.0,True,False,True,False,False
688247.SH,宣泰医药,化学制药,科创板,20220825,上海市国有资产监督管理委员会,424779.58,86.7848,3.2841,312.0,42.477958,上海联和投资有限公司,51.3963,20250930,,,20251226,1.0,50.0,1.0,1.0,1.0,False,False,True,False,False
605488.SH,福莱新材,塑料,主板,20210513,夏厚君,1012810.5503,75.7547,4.5476,1679.0,101.28105503,夏厚君,44.9828,20250930,44.9828,1.0,20251101,2.0,47.0,0.5,1.0,2.0,True,False,True,False,False
301622.SZ,英思特,矿物制品,创业板,20241204,周保平,735471.8467,55.9148,4.689,2909.0,73.54718467,周保平,14.6859,20251231,14.6859,1.0,20250707,9.0,49.77777777777778,0.1111111111111111,1.0,9.0,True,False,False,True,False
688210.SH,统联精密,元器件,科创板,20211227,杨虎,762193.2163,,5.9048,1327.0,76.21932163,杨虎,19.2715,20250930,19.2715,1.0,20250916,2.0,43.5,0.5,1.0,2.0,True,True,True,False,False
688107.SH,安路科技,半导体,科创板,20211112,无实际控制人,1246240.682,,13.2085,546.0,124.6240682,华大半导体有限公司,29.1109,20251231,,,20251216,1.0,44.0,1.0,1.0,1.0,False,True,True,False,False
920060.BJ,万源通,元器件,北交所,20241119,王雪根,518472.3008,41.5728,5.1844,1215.0,51.84723008,王雪根,34.9362,20251231,34.9362,1.0,20251225,3.0,52.333333333333336,0.0,0.0,3.0,True,False,False,True,False
301600.SZ,慧翰股份,通信设备,创业板,20240911,陈国鹰,1133661.881,64.2391,9.4043,449.0,113.3661881,福建国脉集团有限公司,33.6778,20250930,28.2431,3.0,20250620,2.0,41.5,1.0,2.0,2.0,True,True,True,False,False
301510.SZ,固高科技,电器仪表,创业板,20230815,李泽湘,1258031.45,191.6842,8.93,541.0,125.803145,固高科技(香港)有限公司,22.8268,20250930,,,20251209,1.0,69.0,1.0,1.0,1.0,False,False,True,False,False
920575.BJ,康乐卫士,生物制药,北交所,20230315,陶涛,223909.18,,9.1636,591.0,22.390918,天狼星控股集团有限公司,21.5121,20250930,,,20251219,1.0,56.0,1.0,1.0,1.0,False,False,True,False,False
920802.BJ,保丽洁,环境保护,北交所,20230206,钱振清,121208.2526,48.8432,2.7413,338.0,12.12082526,钱振清,39.1616,20251231,39.1616,1.0,20250821,1.0,36.0,0.0,0.0,1.0,True,True,False,False,False
688622.SH,禾信仪器,电器仪表,科创板,20210913,周振,640954.379,,21.1428,276.0,64.0954379,周振,20.7784,20250930,20.7784,1.0,20251225,1.0,32.0,0.0,0.0,1.0,True,True,False,False,False
301448.SZ,开创电气,机械基件,创业板,20230619,吴宁,413902.2,806.2075,6.053,980.0,41.39022,吴宁,29.2125,20250930,29.2125,1.0,20250728,12.0,49.5,0.6,3.0,5.0,True,False,True,True,False
301000.SZ,肇民科技,汽车配件,创业板,20210528,邵雄辉,736404.0403,51.0474,5.9197,554.0,73.64040403,上海济兆实业发展有限公司,37.3522,20250930,7.4704,3.0,20250626,8.0,51.75,0.5,4.0,8.0,True,False,True,True,False
920075.BJ,柏星龙,广告包装,北交所,20221214,赵国义,142787.445,61.7015,3.5673,880.0,14.2787445,赵国义,35.4899,20250930,35.4899,1.0,20250911,1.0,45.0,0.0,0.0,1.0,True,True,False,False,False
605069.SH,正和生态,环境保护,主板,20210816,张熠君,289602.5603,,3.4017,253.0,28.96025603,北京汇恒投资有限公司,39.956,20250930,18.1664,3.0,20251118,1.0,44.0,1.0,1.0,1.0,True,True,True,False,False
603213.SH,镇洋发展,化工原料,主板,20211111,浙江省交通投资集团有限公司,595778.7345,78.7879,3.1632,565.0,59.577873450000006,浙江省交通投资集团有限公司,54.7138,20251231,54.7138,1.0,20251118,1.0,56.0,0.0,0.0,1.0,True,False,False,False,False
301567.SZ,贝隆精密,元器件,创业板,20240116,杨炯,311760.0,105.6259,4.1693,834.0,31.176,杨炯,52.5,20250930,52.5,1.0,20251016,3.0,48.0,0.0,0.0,3.0,True,False,False,True,False
301380.SZ,挖金客,软件服务,创业板,20221025,李征,346863.5133,59.5838,4.7658,182.0,34.68635133,李征,26.5818,20250930,26.5818,1.0,20250829,3.0,41.0,0.0,0.0,3.0,True,True,False,True,False
688046.SH,药康生物,生物制药,科创板,20220425,高翔,779410.0,53.9767,3.4959,1578.0,77.941,南京老岩创业投资合伙企业(有限合伙),49.2237,20250930,,,20251014,1.0,41.0,1.0,1.0,1.0,False,True,True,False,False
301327.SZ,华宝新能,电气设备,创业板,20220919,孙中伟,1163821.1699,52.2802,1.8769,1620.0,116.38211699000001,深圳市钜宝信泰控股有限公司,32.0869,20250930,18.2972,3.0,20251225,1.0,46.0,0.0,0.0,1.0,True,False,False,False,False
001323.SZ,慕思股份,家居用品,主板,20220623,王炳坤,1038972.8644,14.5939,2.3528,5188.0,103.89728644,东莞市慕腾投资有限公司,37.924,20250930,18.469,4.0,20251115,2.0,48.5,0.0,0.0,1.0,True,False,False,False,False
920249.BJ,利尔达,元器件,北交所,20230217,陈凯,457468.55,108.0782,6.0006,1012.0,45.746855,杭州利尔达控股集团有限公司,42.5168,20251231,11.461,2.0,20250806,8.0,44.625,0.875,7.0,8.0,True,True,True,True,True
